Export Quantity,Import Quantity,Area harvested,Production,Yield
48.4,5653.045833333334,10152.5,73043.58333333333,7194.366666666667
42.57,5974.206666666667,10159.0,73206.66666666667,7205.833333333333
36.74,6295.3675,10165.5,73369.75,7217.3
30.910000000000004,6616.528333333334,10172.0,73532.83333333333,7228.766666666666
25.08,6937.689166666667,10178.5,73695.91666666667,7240.233333333334
19.25,7258.85,10185.0,73859.0,7251.7
18.53625,7329.0825,10159.916666666666,73828.25,7266.991666666667
17.8225,7399.3150000000005,10134.833333333334,73797.5,7282.283333333333
17.10875,7469.547500000001,10109.75,73766.75,7297.575
16.395,7539.780000000001,10084.666666666666,73736.0,7312.866666666667
15.68125,7610.012500000001,10059.583333333334,73705.25,7328.158333333333
14.967500000000001,7680.245000000001,10034.5,73674.5,7343.45
14.25375,7750.4775,10009.416666666666,73643.75,7358.741666666667
13.54,7820.71,9984.333333333334,73613.0,7374.033333333333
12.82625,7890.9425,9959.25,73582.25,7389.325
12.1125,7961.175,9934.166666666666,73551.5,7404.616666666667
11.39875,8031.4075,9909.083333333334,73520.75,7419.908333333333
10.685,8101.64,9884.0,73490.0,7435.2
9.97125,8199.6075,9888.916666666666,73596.08333333333,7442.2
9.2575,8297.575,9893.833333333334,73702.16666666667,7449.2
8.54375,8395.5425,9898.75,73808.25,7456.2
7.83,8493.51,9903.666666666666,73914.33333333333,7463.2
